id,URL,tag,tag_cn,right_tag_cn,othername,describe,describe_cn
1061,sailor_chibi_moon,sailor_chibi_moon,,,セーラーちびムーン|ちびムーン,"She is one of the Sailor Senshi in training from the series Bishoujo Senshi Sailor Moon. Her civilian identity is Tsukino Usagi, but to differentiate her from her mother who has the exact same name, she goes by Chibi Usa. A common gag in the anime's third story arc is how Chibi Moon's Pink Sugar Heart Attack doesn't always work properly.",她是一个水手森希在训练从系列比绍霍森希水手月亮。她的平民身份是Tsukino Usagi，但为了区别于同名的母亲，她选择了Chibi Usa。在这部动画的第三个故事弧中，一个常见的噱头是Chibi Moon的粉色糖心脏病发作并不总是正常工作。
1062,sailor_jupiter,sailor_jupiter,,,セーラージュピター,Sailor Jupiter is one of the Inner Senshi from the series Bishoujo Senshi Sailor Moon. She is able to manipulate electricity and uses some plant-based powers. Her civilian name is Kino Makoto.,水手木星是一个内部感官从系列比绍霍Senshi水手月亮。她能够操纵电力，并使用一些植物能源。她的平民名字叫金野真子。
1063,sailor_mars,sailor_mars,,,セーラーマーズ,"Sailor Mars is one of the Inner Senshi from the series Bishoujo Senshi Sailor Moon. Her powers are associated with fire, and she uses her psychic abilities to enhance her power. Her civilian identity is Hino Rei.",水手火星是一个内在的感觉从系列Bishoujo感觉水手月亮。她的力量与火有关，她使用她的心灵能力来增强她的力量。她的平民身份是日野丽。
1064,sailor_mercury,sailor_mercury,,,セーラーマーキュリー,"She is one of the Inner Senshi from the series Bishoujo Senshi Sailor Moon. Her powers are associated with phases of water, particularly ice, and she can use her supercomputer to quickly analyze a foe in battle. Her civilian name is Mizuno Ami.",她是一个内在的感觉从系列Bishoujo感觉水手月亮。她的能力与水的相位有关，特别是冰，她可以用她的超级计算机快速分析战斗中的敌人。她的平民名字叫水野阿美。
1065,sailor_moon,sailor_moon,,,セーラームーン|セーラームーン(キャラクター),"She is one of the Inner Senshi from the series Bishoujo Senshi Sailor Moon.Her powers are related to Light and Love. She goes through many trials and gains various powers throughout the series.""Tsuki Ni Kawatte Oshioki Yo!""",她是系列电影《水手月亮》中的内在感官之一，她的力量与光和爱有关。她经历了许多考验，并在整个系列中获得了不同的权力
1066,sailor_saturn,sailor_saturn,,,セーラーサターン,"She is one of the Outer Senshi from the series Bishoujo Senshi Sailor Moon and the last planetary Sailor Senshi discovered. Of all the Sailor Senshi, Saturn makes the fewest appearances in the anime. Her civilian name is Tomoe Hotaru.She carries a scythe weapon called the Silence Glaive and a large part of her powers are associated with silence and destruction.",她是从系列Bishoujo Senshi水手月亮和最后一个行星水手Senshi发现的外部Senshi之一。在所有的水手森希中，土星在动画中出现的次数最少。她的平民名字叫Tomoe Hotaru，她携带一种叫做沉默之剑的镰刀，她的大部分力量都与沉默和毁灭有关。
1067,sailor_venus,sailor_venus,,,セーラーヴィーナス,Sailor Venus is one of the Inner Senshi from the series Bishoujo Senshi Sailor Moon. She uses love- and metal-related powers and also serves as the leader of the Guardian Senshi who protect Sailor Moon. Her civilian identity is Aino Minako.,水手维纳斯是一个内在的感官从系列比绍霍感官水手月亮。她使用爱和金属相关的力量，同时也是守护者森希的领袖，森希保护着水手月亮。她的平民身份是Aino Minako。
1068,sairenji_haruna,sairenji_haruna,,,西連寺春菜,"西連寺 春菜A main female protagonist of To LOVE-Ru. Yuuki Rito's initial main love interest.Based vaguely on the author's wife.The fallout from his divorce is why in the relaunch of the series, Haruna is only a background character.",西連寺 春菜一个主要的女主人公爱茹。丽藤由纪最初主要的爱情兴趣。依稀以作者的妻子为基础。他离婚后的余波就是为什么在该系列的重播中，哈鲁娜只是一个背景人物。
1069,saitama_(one-punch_man),saitama_(one-punch_man),,,サイタマ|ハゲマント,"The main protagonist character from the One-Punch Man series. A powerful newcomer climbing the ranks of the Hero Organization. Capable of defeating anyone and anything with a single punch. Also known as ""Caped Baldy"".His baldness is the result of the brutal training regime he endured.",一拳侠系列的主角。一个在英雄组织中有实力的新人。一拳就能打败任何人任何事。也被称为“披风秃头”。他的秃顶是由于残酷的训练制度，他忍受。
1070,sakagami_tomoyo,sakagami_tomoyo,,,坂上智代,"Character from the visual novel/anime Clannad. She has blue eyes, long silver hair, and wears a black hairband. She is known to have amazing kicking ability.The popularity of the Tomoya-Tomoyo pairing led to an official spinoff in Tomoyo After.",视觉小说/动漫家族中的人物。她有蓝色的眼睛，长长的银发，戴着黑色的发带。众所周知，她有惊人的踢腿能力。友友配对的流行导致了一个正式的衍生在友友后。
1071,sakamoto_mio,sakamoto_mio,,,坂本美緒,"Sakamoto Mio (坂本美緒) is a character from Strike Witches originating from the Fuso empire. Her familiar is the Doberman. The squadron leader, she brings together the group with a fatherly atmosphere. She has a black ponytail and is often seen wearing a white naval uniform with a school swimsuit underneath, as well as an eyepatch that helps regulate usage of her magic eye. She is a part of the 501st Joint Fighter Wing, with the role of Major. Her affiliation however is the 288th Fuso Air Force, along with Miyafuji Yoshika.Her first Striker Unit was a A6M3a type Zero with with blue stripes on the vertical stabilizer as well as a blue angled stripe that points downward at the front and upward at the back as it's identification stripes. Her second unit is based off of the Kawanishi N1K-J Shiden (Violet Lightning)) with a single white angled identification stripe after she started becoming unable to raise proper shields once she reached the age of 20. She also forged a new katana that she calls Reppumaru, that has the ability to redirect Neuroi energy beams back to the enemy.Mio is based on Japanese flying ace Sakai Saburo.",坂本三郎(坂本美緒) 是来自扶桑帝国的罢工女巫的角色。她最熟悉的是杜宾犬。作为中队队长，她带着一种慈父般的气氛把大家召集在一起。她有一个黑色的马尾辫，经常看到她穿着白色海军制服，下面是一个学校的泳衣，以及一个有助于调节她的魔眼使用眼罩。她是501联合战斗机联队的一员，担任少校。然而，她的附属部队是第288扶桑空军，还有宫崎骏。她的第一支前锋部队是A6M3a零型，垂直稳定杆上有蓝色条纹，还有一条蓝色的斜纹，前面向下，后面向上，作为识别条纹。她的第二个单位是以Kawanishi N1K-J Shiden（紫罗兰闪电）为基础的，在她20岁时开始无法举起适当的盾牌后，她有一条白色的角状识别条纹。她还锻造了一个新的武士刀，她称之为Reppumaru，它具有将神经能量束重新定向回敌人的能力。Mio是基于日本飞行高手Sakai Saburo。
1072,sakata_gintoki,sakata_gintoki,,,坂田銀時|銀時,"The protagonist of Gintama. A former rebel samurai who lives in a fictionalized version of 1860s Japan, he makes living as a freelancer for hire in Edo. A bit of a manchild, he serves as an elder brother figure for Shimura Shinpachi and Kagura nonetheless.",金塔玛的主人公。他曾是一名叛军武士，生活在一个虚构的19世纪60年代的日本，在江户以自由职业者的身份谋生。他有点像个男子汉，不过他还是Shimura Shinpachi和Kagura的哥哥。
1073,sakuma_mayu,sakuma_mayu,,,佐久間まゆ,"An iDOLM@STER Cinderella Girls character in the Cute (Pink Flower) category.Mayu is an awkward girl with an obsession with her producer. The most common interpretation of her personality is that she's a yandere.Due to her popularity, she was selected for the fifth CINDERELLA MASTER CD series, alongside Shirasaka Koume, Ogata Chieri, Takamori Aiko, and Anastasia. Her seiyuu is Makino Yui [牧野 由依].",一iDOLM@STER灰姑娘在可爱（粉红花）类的角色。玛尤是一个尴尬的女孩与她的制片人痴迷。对她的个性最常见的解释是她是一个艳照派。由于她的知名度，她被选为第五届灰姑娘大师CD系列，与Shirasaka Koume，Ogata Chieri，Takamori Aiko和Anastasia一起。她的seiyuu是Makino Yui[牧野 由依].
1074,sakura_(fire_emblem),sakura_(fire_emblem),,,サクラ(FEif),"Sakura (サクラ) is a playable character in Fire Emblem Fates.The youngest princess of the Hoshidan royal family, she has a very shy personality, using honorifics even when talking to family members, but is strong-willed. She is the best healer in the army and her birthday is April 9th.She is voiced by Kanemoto Hisako in the Japanese version and by Brianna Knickerbocker in the English version.Starting Class: Shrine Maiden (Cleric)",樱花(サクラ) 是火象征命运中的一个可玩的角色。作为Hoshidan皇室最年轻的公主，她性格非常腼腆，即使在与家人交谈时也使用敬语，但意志坚强。她是军队里最好的治疗者，她的生日是4月9日。她的声音由Kanemoto Hisako在日语版和Brianna Knickerbocker在英语版。开始上课：圣殿少女（神职人员）
1075,sakura_chiyo,sakura_chiyo,,,佐倉千代,"The protagonist of Gekkan Shoujo Nozaki-kun. She has a crush on Nozaki Umetarou, but when she tries to confess to him he mistakenly thinks that she's a fan of his shoujo manga who wants to be his assistant, and he has her help him.Sometimes compared to a Paras due to her orange hair and habitually worn twin polka dot hair ribbons sharing a similar color scheme.",主人公野崎坤。她迷恋上了野崎乌梅塔鲁，但当她试图向他坦白时，他误以为她是他的寿衣漫画的粉丝，想成为他的助手，他让她帮助他。有时，由于她橙色的头发和习惯性穿的双圆点发带共享一个类似的配色方案，她被比作一个男人。
1076,sakura_futaba,sakura_futaba,,,佐倉双葉,"Persona 5 character. Voiced by Yuuki Aoi (JP) / Erica Lindbeck (EN).She has inhuman computing abilities, as a girl genius in programming capability. She is a first-year student in high school who has trouble communicating with others, however she becomes a shut-in after a certain incident. Her initial persona is Necronomicon.",人物角色5。由青井裕姬（JP）/艾丽卡·林德贝克（EN）配音。她有着非人的计算能力，是个编程天才。她是一名高中一年级的学生，与人交流有困难，但在一件事之后，她就成了一个封闭的人。她最初的角色是死神。
1077,sakura_kyouko,sakura_kyouko,,,佐倉杏子|杏さや|さや杏|杏ほむ|ほむ杏|マミあん|杏マミ|マミ杏|あんマミ|あんさや|さやあん|あんほむ|ほむあん,"佐倉 杏子A character from Mahou Shoujo Madoka Magica.She has long red hair in a ponytail, red eyes, her regular clothes is casual including shorts. Usually seen mouth holding a pocky, or eating taiyaki or apple.Her magical girl clothes has detached sleeves that show bare shoulders, she also wears black thighhighs and boots. Her weapon is a spear that can detach into several pieces connected by chains.As shown in the PSP game, her witch form is Ophelia.",佐倉 杏子一个来自Mahou Shoujo Madoka Magica的角色。她有一头红色的长发，扎着马尾辫，红眼睛，她的常规服装是休闲的，包括短裤。通常可以看到她嘴上叼着麻子，或者吃太爷鸡或苹果。她的魔法女装袖子分开，露出光秃秃的肩膀，她还穿着黑色的长裤和靴子。她的武器是一把长矛，可以用锁链连接成几块。如PSP游戏所示，她的女巫形态是奥菲莉亚。
1078,sakura_miko,sakura_miko,,,さくらみこ|miko_Art,"Sakura Miko is a Virtual YouTuber who was independent before joining hololive. Her personal emoji is, appropriately, 🌸 (""Sakura"").She has medium pink hair with a one side up along with green eyes. With her second outfit, she has long hair instead.While both outfits are considered nontraditional miko uniforms, both are significantly different to the other. Her original outfit consisted of a combination of a kimono/halter top with a red/deep pink pleated skirt and an obi.Her second outfit has a frilly, backless kimono top combined with a conventional shirt collar along with a hakama skirt. She also has cat-eared jingle bells as the cat motif (along with the sakura motif) was emphasized.Her casual outfit consists of a cat beret, brown jacket, red pleated skirt, and black legwear held up with garter straps. Optionally she wears red bottom-rim glasses with this. Her hair is done in twintails, and all items involve a cherry blossoms and/or cat motif.Self-proclaiming herself as ""elite"", Miko's antics and various attempts at trolling (especially those aimed at fellow prankster specialist and rival Usada Pekora) usually end up backfiring badly, much to her chagrin. Also, despite her cute appearance, she's prone to swearing in English as well, most frequently ""Fuck You"" (stylized as ""FAQ"").Her original character design is by Tanaka Yuuichi, known for Toaru Majutsu no Index. Her outfit design from December 2019 is by Amagai Tarou, who also designed Tokino Sora.Sakura Miko reached one million Youtube subscribers on April 30, 2021.",樱花美子是一个虚拟油管谁是独立前加入全息直播。她的个人表情符号恰如其分地是“樱花”(Sakura)。她有一头中等粉红色的头发，一边朝上，一双绿眼睛。穿上她的第二套衣服，她留着长发。虽然这两套服装都被认为是非传统的 miko 制服，但它们都与其他服装有着显著的不同。她最初的服装由和服/吊带衫、红色/深粉色百褶裙和宽腰带组合而成。她的第二套服装有一个褶边，露背和服上衣结合传统的衬衫领子和 hakama 裙子。她也有猫耳响叮当作为猫的主题(连同樱花主题)是强调。她的休闲装备包括一个猫贝雷帽，棕色夹克，红色的百褶裙，黑色的腿和吊袜带举行。她可以选择戴一副红色底边眼镜。她的头发是双发式的，所有的东西都有樱花和/或猫的图案。Miko 自称自己是“精英”，她的滑稽动作和各种挑衅尝试(尤其是那些针对恶作剧专家和竞争对手 Usada Pekora 的尝试)通常都以事与愿违而告终，这让她非常懊恼。此外，尽管她的外表可爱，但她也很容易用英语骂脏话，最常用的是“操你”(风格化为“常见问题”)。她的原始人物设计是由田中雄一，著名的 Toaru Majutsu 没有索引。她在2019年12月设计的服装是由 Amagai Tarou 设计的，他也设计了 Tokino Sora。2021年4月30日，Sakura Miko 的 Youtube 用户达到了100万。
1079,sakura_miku,sakura_miku,,,桜ミク,"An alternate color Hatsune Miku, done with a pink-scheme; created to represent the arrival of spring.",另一种颜色的Hatsune Miku，用粉色方案完成；为代表春天的到来而创造。
1080,sakurai_momoka,sakurai_momoka,,,櫻井桃華,"An iDOLM@STER Cinderella Girls character in the Cute (Pink Flower) category. She appeared in the Idolm@ster Cinderella Girls anime.Momoka is a very elegant young 12 y.o. lady with a princess-like disposition, who acts very mature for her age. Her clothes tend to be very frilly and covered in flower motifs. She's from a wealthy upbringing.In the tie in Cinderella Girls Theater skits, Momoka is a mature girl who appears to have a lady-like aura about her. While she often tries to act older than she is, Momoka still is a young girl at heart and is susceptible to things girls her age enjoy. She was scouted by considering herself the prize in the Production Match Festival. She regularly holds tea parties with the younger idols, and takes them very seriously. Her favorite tea seems to be “Rose Hip Tea”, although she can occasionally be distracted from it via the antics of her guests.Momoka found a friend in Umeki Otoha, as they both shared a similar demeanor. She appears to enjoy teasing Kamiya Nao, as she notes Nao chooses her clothes and costumes with the Producer in mind. Momoka also really likes the glasses Kamijou Haruna gave her, and enjoys selecting kimonos with friends. She holds the Producer in very high regard and shows that she will put herself on the line in order to show him that she cares about him.Due to her popularity, she was selected for the 8th CINDERELLA MASTER CD series, alongside Tachibana Arisu, Ichinose Shiki, Katagiri Sanae, and Shiomi Syuko. She is voiced by Terui Haruka [照井 春佳].",一iDOLM@STER灰姑娘在可爱（粉红色的花）类别中的角色。她出现在舞台上Idolm@ster《灰姑娘》动画。摩卡是一位非常优雅的12岁少女，有着公主般的气质，在她这个年龄段表现得非常成熟。她的衣服往往是非常褶边和花卉图案覆盖。在《灰姑娘》戏剧小品中，莫卡是一个成熟的女孩，她身上似乎有一种淑女般的气质。虽然她经常试图表现得比实际年龄大一些，但她内心深处仍然是个年轻女孩，对同龄女孩喜欢的事情很敏感。她因认为自己是制作比赛节的奖品而被选中。她经常和年轻的偶像们举行茶话会，并非常认真地对待他们。她最喜欢的茶似乎是“玫瑰臀茶”，虽然偶尔会因为客人的滑稽动作而分心，但Momoka在Umeki Otoha找到了一个朋友，因为他们都有着相似的举止。她似乎喜欢取笑神谷直，因为她注意到直选择她的衣服和服装与生产者的想法。Momoka也很喜欢Kamijou Haruna送给她的眼镜，喜欢和朋友一起挑选和服。她对制作人的评价很高，并表示她会把自己放在一线，向他表明她对他的关心。由于她的知名度，她被选为第八届灰姑娘大师CD系列，与Tachibana Arisu，Ichinose Shiki，Katagiri Sanae和Shiomi Syuko一起。她由Terui Haruka配音[照井 春佳].
1081,sakurajima_mai,sakurajima_mai,,,桜島麻衣|樱岛麻衣,Seishun Buta Yarou character.,塞顺布塔雅罗性格。
1082,sakurauchi_riko,sakurauchi_riko,,,桜内梨子,A protagonist in Love Live! Sunshine!!.A second year student who transfers from Otonokizaka High to Uranohoshi High.,爱的主角活着！阳光！！。从大阪高中转到天野之弥高中的二年级学生。
1083,samson_(skullgirls),samson_(skullgirls),,,サムソン,"A fanged parasitic being which lives on Filia's head, acting as prehensile hair.See also:
Skullgirls
Leviathan (parasite)
Vice-Versa (living weapon hat)
futakuchi-onna",一种有尖牙的寄生生物，生活在菲莉亚的头上，充当可缠绕的毛发。另见：
1084,samus_aran,samus_aran,,,サムス・アラン|サムス|samus,"Samus Aran (サムス・アラン), is the main female protagonist of the Metroid series.Orphaned during a Pirate raid on her home of K-2L, Samus was adopted by the mysterious Chozo, and taken to Zebes, where she was infused with their DNA and raised to become a warrior. Once she reached adulthood, Samus joined the Federation Police, where she served under the Commanding Officer Adam Malkovich, but she ultimately left to become a bounty hunter. As a bounty hunter, armed in her cybernetic Power Suit, Samus has become famous for her accomplishments on missions thought otherwise impossible. Her most renowned achievements are the destruction of the Space Pirate base at Zebes, her role in ending the Galactic Phazon crisis, her extermination of the Metroid species, and her disobedience of orders at BSL where she chose to destroy the deadly X Parasite rather than turn it over to the Galactic Federation. Because of her physiological enhancements, Samus is very big and strong. Her height is 6'3"" (1.90 m) and her weight is 198 lbs (90kg) without her Power Suit.","萨默斯·阿兰(サムス・アラン), 是Metroid系列的主要女主角。在海盗袭击她K-2L的家时，萨默斯成了孤儿，被神秘的乔佐收养，并被带到泽布斯，在那里她被注入了他们的DNA，成长为一名战士。当她成年后，萨默斯加入了联邦警察局，在那里她在指挥官亚当马尔科维奇手下服役，但她最终离开，成为一名赏金猎人。作为一名赏金猎人，萨默斯身着控制论力量套装，以其在被认为不可能完成的任务中的成就而闻名。她最著名的成就是摧毁了泽布斯的太空海盗基地，她在结束银河法松危机中的角色，她消灭了Metroid物种，她不服从BSL的命令，在那里她选择了消灭致命的X寄生虫，而不是把它交给银河联邦。因为她的生理机能增强，萨默斯非常高大强壮。她身高6英尺3英寸（1.90米），体重198磅（90公斤），不穿运动服。"
1085,sanada_akihiko,sanada_akihiko,,,真田明彦,"Upperclassman of the main protagonist and member of S.E.E.S. in Persona 3.Akihiko is a boxer and is in the same grade level as Kirijou Mitsuru.
DOB: September 22nd, 1991
Zodiac: Virgo
Height: 175.5 cm
Blood Type: A
Initial Persona: Polydeuces
Ultimate Persona: Caesar
Weapons: Gloves &amp; Knuckles
Arcana / Social Link: The Emperor / The Star (P3P female protagonist)",男主角的高年级学生，在第三个角色中是S.E.E.S.的成员。秋子是一名拳击手，和三郎同级。
1086,sanageyama_uzu,sanageyama_uzu,,,猿投山渦,Kill la Kill character.His seiyuu is Hiyama Nobuyuki.,杀了拉杀了角色。他的星羽是Hiyama Nobuyuki。
1087,sand_cat_(kemono_friends),sand_cat_(kemono_friends),,,スナネコ|スナネコ(けものフレンズ),"A Kemono Friends character. A sand cat-motif animal girl. In the anime version, she is voiced by Mewhan, who also sang its ending theme Boku no Friend.",凯莫诺朋友的角色。一个沙猫图案的动物女孩。在动画版中，她由梅文配音，梅文还演唱了影片的结尾主题“博库没有朋友”。
1088,saniwa_(touken_ranbu),saniwa_(touken_ranbu),,,審神者(刀剣乱舞)|審神者|主×刀|さに刀|刀×主|刀さに,The player character in Touken Ranbu.,图肯·兰布中的玩家角色。
1089,sanji,sanji,,,サンジ,One Piece character. Full name Vinsmoke Sanji. The cook of the Straw Hat Pirates. A skilled kick-based martial artist with a perverted side that manifests in episodes of exaggerated nosebleeds at the sight of a beautiful woman.,一体式角色。全名文三吉。草帽海盗的厨师。一个技术娴熟的以踢腿为基础的武术家，有着变态的一面，表现在看到美女时夸张的流鼻血。
1090,sanya_v_litvyak,sanya_v_litvyak,,,,See sanya v. litvyak.,见三亚诉。利特维亚克。
1091,sanzen'in_nagi,sanzen'in_nagi,,,三千院ナギ,"Main female protagonist of Hayate no Gotoku!The spoiled, sheltered thirteen-year-old heiress to her family's vast fortune. She hires Ayasaki Hayate as butler after his attempt to kidnap her to escape the yakuza ended up sounding like a confession of love to her. Besides Hayate, she is also friends with her maid Maria, whom she treats as a mother figure.Owing to her sheltered life (until recently), Nagi is somewhat socially inept, but also has an otaku-level obsession with anime, manga and video games, and is even writing her own doujin. Despite her intelligence (such that she skipped to first-year high school - the same grade as Hayate), Nagi is often too lazy to go to school.",主要女主人公海亚特没有Gotoku！这位娇生惯养的13岁女继承人继承了她家族的巨额财产。她雇佣了早叶绫崎作为管家，因为他试图绑架她逃离黑帮，结果听起来像是向她表白了爱。除了Hayate，Nagi还是她的女佣Maria的朋友，她把Maria当成了母亲的角色，由于她的隐居生活（直到最近），Nagi在社交上有些无能，但也对动漫、漫画和电子游戏有着宅男般的痴迷，甚至还在写自己的豆浆。尽管Nagi很聪明（比如她跳到了高中一年级——和Hayate同级），但她经常懒得去上学。
1092,saotome_alto,saotome_alto,,早乙女阿尔特,早乙女アルト,A character from the Macross series. Satome Alto is one of the main characters of the Macross Frontier science fiction mecha anime TV series.He has a very bishounen appearance.,宏系列中的字符。萨托米·阿尔托是《麦克罗斯边疆科幻机甲》动画系列的主要人物之一，他有着非常迷人的外表。
1093,saotome_ranma,saotome_ranma,,,早乙女乱馬,"Title character of Ranma 1/2. Expert martial artist who was born male, but a curse from falling into a magic spring make him turn into a girl (Ranma-chan) whenever he gets wet with cold water until hot water changes him back.Thanks to his father, he has two fiancées: Tendou Akane and Kuonji Ukyou. Is also loved by Shampoo. Seen as rival in love by Hibiki Ryouga, Mousse and Kunou Tatewaki.Family: father Saotome Genma and mother Saotome Nodoka",《冉玛1/2》的主人公。天生是一个武林高手，但每次被冷水淋湿，直到热水把他变回原形时，他都会因为掉进一个神奇的泉水而变成一个女孩（冉玛·陈）。多亏了他的父亲，他有了两个未婚夫：阿卡恩·滕杜和UKUNJI Ukyou。也是洗发水的宠儿。被视为爱情竞争对手的木斯和大藤武树。家庭：父亲圣多美根马和母亲圣多美野田佳彦
1094,saren_(princess_connect!),saren_(princess_connect!),,,サレン|サレン(プリコネ),,
1095,sasaki_chie,sasaki_chie,,,佐々木千枝|千枝ちゃんは合法,"An iDOLM@STER Cinderella Girls character in the Cool (Blue Diamond) category. Chie is an elementary school student who acts shy upon meeting new people, but later becomes very mature around Producer. Chie is very easily scared by people she doesn’t know, and in fact was actually terrified of Producer at first. However, once she begins to trust others, Chie becomes very level-headed and mature, even flirty, after idol work. She admits that she doesn’t trust in her idol skills, and has been found out to have developed a crush on Producer by the time she receives her first idol form.She plays the pianica at her school and hopes to be able to play in a marching band someday. She is also very proud of her ice and flower arrangement, made from a bucket. Chie is appointed to be the leader of the Little Marching Band Girls unit, She is voiced by Imai Asaka.",一iDOLM@STER灰姑娘在酷（蓝钻石）类的角色。Chie是一个小学生，遇到新朋友时表现得很害羞，但后来在制作人身边变得很成熟。Chie很容易被她不认识的人吓到，事实上，她一开始也很害怕制片人。然而，一旦她开始信任别人，在偶像工作之后，她变得非常冷静和成熟，甚至调情。她承认自己不相信自己的偶像技巧，而且在收到第一张偶像表时就被发现对制作人产生了好感。她在学校里弹钢琴，希望有一天能参加一支军乐队。她也为自己用水桶做的冰块和插花感到骄傲。Chie被任命为小军乐队女子组的队长，她的配音是Imai Asaka。
1096,sasaki_chiho,sasaki_chiho,,,佐々木千穂,A character from Hataraku Maou-sama!. She is a normal petite but well endowed sixteen year old high school student. She has a part-time job at the fast food restaurant where Maou Sadao works and has a crush on him. She's rather clumsy at work. She is also a first dan archer.,一个来自Hataraku Maou sama！的角色！。她是一个正常的娇小，但很有天赋的16岁高中生。她在毛乌萨达奥工作的快餐店做兼职，对他情有独钟。她工作相当笨拙。她也是第一个丹弓箭手。
1097,sasha_braus,sasha_braus,,,サシャ・ブラウス|芋女,"Sasha Braus (サシャ・ブラウス) is a character from Shingeki no Kyojin.The 9th best trainee from 104th Trainees Squad. Said to move like lightning and have uncanny intuition. However her odd behavior creates difficulties in group operations. She's laid back and not very serious, and is very fond of eating or stealing food. Born on the mountains to a family of hunters, Sasha is quite knowledgeable about wild animals and experienced in the use of bow and arrow.",萨沙·布劳斯(サシャ・ブラウス) 是《神木无京》中的一个角色。第104届学员班第9名最佳学员。据说像闪电一样移动，有着不可思议的直觉。然而，她的古怪行为给集体行动带来了困难。她很悠闲，不太严肃，很喜欢吃东西或偷东西。萨沙出生在一个猎人家庭的山上，对野生动物非常了解，对弓箭的使用也很有经验。
1098,saten_ruiko,saten_ruiko,,,佐天涙子|さてんるいこ,A character from the anime/manga series Toaru Kagaku No Railgun. She is a classmate of Uiharu Kazari. Saten is said to have no potential for esper powers.,动画/漫画系列中的角色Toaru Kagaku No Railgun。她是Uiharu Kazari的同学。据说萨滕没有获得埃斯珀超能力的潜力。
1099,satonaka_chie,satonaka_chie,,,里中千枝,"Voiced by: Horie Yui (Japanese), Tracey Rooney (English, original release), Erin Fitzgerald (English, all subsequent appearances)Persona: Tomoe, Suzuka Gongen and Haraedo-no-Okami of The Chariot arcanaAn upbeat girl with short light-brown hair who usually wears a green athletic jacket decorated with buttons. Her weapon is a pair of greaves. She has an obsession with Kung fu, and even uses them in battle, similar to Lisa Silverman of Persona 2. Most of the time, she is friendly, cheerful, and energetic, but she has a short temper, especially with Yousuke. Chie, Yukiko, and Rise are unskilled at cooking, often providing the main cast with unpalatable to terribly awful dishes through the course of the story. Yousuke refers to their horrible cooking as ""Mystery Food X.""Her Persona is Tomoe of The Chariot Arcanum, a muscular female figure wearing a yellow outfit reminiscent of Bruce Lee's famous tracksuit, wielding a double bladed naginata. Tomoe is shown to use both physical and low-level ice spells. Tomoe evolves into Suzuka Gongen after maxing out her Social Link, the one for The Chariot Arcana.She is also one of the female characters whom the protagonist can have a romantic relationship with.Source: http://en.wikipedia.org/wiki/Characters_of_Persona_4",配音：Horie Yui（日语）、Tracey Rooney（英语，原版）、Erin Fitzgerald（英语，所有后续出场）角色：Tomoe、Suzuka Gongen和Haraedo no Okami的战车Arcana一个乐观的女孩，浅棕色短发，通常穿着一件饰有纽扣的绿色运动夹克。她的武器是一副灰色的。她痴迷于功夫，甚至在战斗中使用功夫，类似于《人物2》中的丽莎·西尔弗曼。大多数时候，她友好、开朗、精力充沛，但脾气暴躁，尤其是和优介在一起。Chie、Yukiko和Rise不擅长烹饪，在故事的整个过程中，他们经常为主要演员提供不好吃到可怕的菜肴。优介把他们可怕的烹饪称为“神秘食物X”。她的角色是战车奥秘的友友，一个肌肉发达的女性形象，穿着一套让人想起李小龙著名的运动服，挥舞着一把双刃长尾刀。Tomoe同时使用物理和低级冰咒。Tomoe在充分发挥了她的社交联系后，演变成了铃木工根。她也是主角可以与之建立浪漫关系的女性角色之一。来源：http://en.wikipedia.org/wiki/Characters_of_Persona_4
1100,satou_kazuma,satou_kazuma,,,佐藤和真|カズマ(このすば)|サトウカズマ,"Main character in Kono Subarashii Sekai ni Shukufuku wo!.Possesses high luck according to the ""MMORPG"" world but slightly below average stats otherwise.",河野斯巴拉希的主人公西开尼舒库福和！。拥有很高的运气，根据“MMORPG”世界，但略低于平均水平，否则。
1101,sawa_azusa,sawa_azusa,,,澤梓|ウサギさんチーム|主将&amp;次期主将|澤ペコ,,
1102,sawamura_spencer_eriri,sawamura_spencer_eriri,,,澤村・スペンサー・英梨々|英梨梨|英莉莉|沢村・スペンサー・英梨々|エリリ,A character from the series Saenai Heroine no Sodatekata.,系列片中的一个角色萨奈女主角没有索达特卡塔。
1103,saya,saya,,,,"Ambiguous tag. Do not use.For the character formerly tagged here, see saya (saya no uta).",不明确的标记。不要使用。对于以前在这里标记的字符，请参阅saya（saya no uta）。
1104,sayo_samonji,sayo_samonji,,,小夜左文字|左文字三兄弟|歌小夜,A Touken Ranbu character.A tantou. Obsessed with vengeance and doesn't like being sold off for cash.,一个土肯冉布的角色。一个坦头。痴迷于复仇，不喜欢被卖了现金。
1105,scathach_(fate)_(all),scathach_(fate)_(all),,,,Umbrella tag for all forms of the Fate series' version of Scathach.,所有形式的命运系列'的Scathach版本伞标签。
1106,scathach_(swimsuit_assassin)_(fate),scathach_(swimsuit_assassin)_(fate),,,スカサハ(水着),"Scáthach from Fate/Grand Order in a purple bikini loosely modeled after her normal outfit. A summer event version, she is Assassin-class and was the free Servant given for completing the 2016 Summer event (2018 Summer in English version).",来自命运/大骑士团的斯卡塔赫穿着一件紫色比基尼，宽松地模仿了她平时的装束。暑期活动版，她是刺客班，是完成2016年暑期活动（英语版2018年暑期）的免费仆人。
